model_name,model_params,model_trainingtime,model_val_accuracy_mean,model_val_accuracy_std,model_val_recallmacro_mean,model_val_recallmacro_std
LogisticRegression_0,"{'C': 0.1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'max_iter': 100, 'multi_class': 'multinomial', 'n_jobs': 1, 'penalty': 'l2', 'random_state': 5703, 'solver': 'lbfgs', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",0.5782508850097656,0.3649598947296589,0.007235730991171483,0.355489932390949,0.006919883552551708
SVC_0,"{'C': 0.1, 'cache_size': 200, 'class_weight': None, 'coef0': 0.0, 'decision_function_shape': 'ovr', 'degree': 3, 'gamma': 'auto', 'kernel': 'rbf', 'max_iter': -1, 'probability': False, 'random_state': 5703, 'shrinking': True, 'tol': 0.001, 'verbose': False}",5.277031660079956,0.12418243569709086,0.00025178658671212543,0.1,0.0
RandomForestClassifier_0,"{'bootstrap': True, 'class_weight': None, 'criterion': 'gini', 'max_depth': 16, 'max_features': 'auto', 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_impurity_split': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 16, 'n_jobs': 1, 'oob_score': False, 'random_state': 5703, 'verbose': 0, 'warm_start': False}",0.40187740325927734,0.24870433486587395,0.015164645446502211,0.23322927732783785,0.014813072027690326
